symbol	R603	R607	R614	R621
MTMR11	1	1	1	0
VPS45	0	0	0	0
PLEKHO1	0	0	0	0
ANP32E	0	0	0	0
CA14	0	0	0	0
APH1A	1	0	0	1
PRPF3	0	0	0	0
RPRD2	0	0	0	0
TARS2	0	0	0	0
ECM1	0	0	0	0
FALEC	0	1	0	0
ADAMTSL4	0	0	0	0
MCL1	1	0	0	0
ENSA	0	0	0	0
GOLPH3L	0	0	0	0
CTSK	0	0	0	0
ARNT	1	0	0	0
SETDB1	1	0	0	0
CERS2	1	0	0	0
RP11-316M1.12	1	1	1	1
ANXA9	0	1	0	0
FAM63A	1	0	0	0
PRUNE	0	0	0	0
BNIPL	0	0	0	0
C1orf56	1	0	0	0
CDC42SE1	0	0	0	0
MLLT11	0	1	0	0
GABPB2	0	0	0	0
RP11-68I18.10	0	0	0	1
SEMA6C	0	1	0	1
SCNM1	0	0	0	0
LYSMD1	1	0	0	0
VPS72	0	0	0	0
PIP5K1A	0	0	0	0
PSMD4	0	0	0	0
ZNF687	0	0	0	0
PI4KB	0	0	0	0
RFX5	1	0	0	0
SELENBP1	1	1	1	1
PSMB4	0	0	0	0
POGZ	0	0	0	0
CGN	0	1	0	0
TUFT1	0	0	0	0
RP11-404E16.1	0	0	0	0
SNX27	0	0	0	0
MRPL9	0	0	0	0
RP11-98D18.16	0	0	1	0
TDRKH	0	0	0	0
RP11-98D18.9	1	0	1	0
RP11-98D18.17	0	0	0	0
AL450992.2	1	0	0	0
THEM4	0	0	0	0
S100A10	0	0	0	0
S100A11	0	1	0	0
TCHH	1	0	0	0
FLG-AS1	0	0	1	1
BX470102.3	1	1	1	0
S100A6	0	1	1	1
S100A5	0	0	1	1
S100A4	0	0	0	0
S100A3	0	0	0	0
S100A2	0	0	1	0
S100A16	0	0	0	0
S100A13	0	0	0	0
S100A1	1	0	1	0
RP1-178F15.4	0	1	0	0
CHTOP	0	0	0	0
SNAPIN	0	0	0	0
ILF2	0	0	0	0
NPR1	1	0	0	0
INTS3	0	0	0	0
SLC27A3	0	0	0	0
GATAD2B	0	0	0	0
DENND4B	0	0	0	0
CRTC2	0	0	0	0
SLC39A1	0	0	0	0
RP11-422P24.10	1	1	0	0
CREB3L4	0	0	0	0
JTB	0	0	0	0
RP11-422P24.11	0	0	0	0
RAB13	0	0	0	0
RPS27	1	0	0	0
TPM3	1	0	0	0
C1orf43	0	0	0	0
UBAP2L	0	0	0	0
HAX1	0	0	0	0
ATP8B2	0	0	0	0
IL6R	1	1	1	1
UBE2Q1	0	0	0	0
CHRNB2	0	1	1	0
ADAR	0	0	0	0
PMVK	0	0	0	0
PBXIP1	1	0	0	0
PYGO2	0	0	0	0
RP11-307C12.12	0	0	0	0
SHC1	0	0	0	0
CKS1B	0	0	0	0
FLAD1	0	0	0	0
ZBTB7B	0	0	0	0
DCST2	1	1	0	0
RP11-307C12.11	0	1	0	0
ADAM15	0	0	0	0
EFNA4	1	0	0	0
EFNA3	1	0	0	0
EFNA1	0	0	0	0
SLC50A1	0	0	0	0
DPM3	0	0	0	0
KRTCAP2	0	0	0	0
TRIM46	1	1	1	1
MUC1	1	0	1	1
THBS3	0	1	0	0
RP11-263K19.4	1	0	0	0
MTX1	0	0	0	0
RP11-263K19.6	0	1	0	0
GBA	1	0	0	0
FAM189B	0	0	0	0
SCAMP3	1	0	0	0
CLK2	0	0	0	0
HCN3	0	0	0	0
FDPS	0	0	0	0
RUSC1-AS1	0	1	0	0
RUSC1	0	0	0	0
ASH1L	0	0	0	0
ASH1L-AS1	0	0	0	0
MSTO1	0	0	0	0
YY1AP1	0	0	0	0
DAP3	0	0	0	0
GON4L	0	0	0	0
SYT11	0	0	0	0
RIT1	0	0	0	0
KIAA0907	0	0	0	0
ARHGEF2	0	0	0	0
RP11-336K24.12	0	1	1	0
SSR2	0	0	0	0
UBQLN4	0	0	0	0
LAMTOR2	0	0	0	0
MEX3A	0	0	0	0
LMNA	0	0	0	0
SEMA4A	1	1	0	0
SLC25A44	0	0	0	0
PMF1	0	0	0	0
BGLAP	1	1	0	0
PAQR6	1	1	0	1
SMG5	0	0	0	0
TMEM79	0	0	0	0
GLMP	0	0	0	0
CCT3	0	0	0	0
TSACC	1	1	0	0
C1orf61	0	1	0	1
RP11-98G7.1	0	1	0	0
MEF2D	1	0	0	0
IQGAP3	0	0	0	0
APOA1BP	1	0	0	0
GPATCH4	1	0	0	0
HAPLN2	1	0	0	1
RP11-284F21.9	0	1	0	1
BCAN	0	0	1	0
RP11-284F21.10	0	0	0	0
RP11-284F21.7	0	0	0	0
NES	0	0	0	0
CRABP2	0	0	0	1
RP11-66D17.5	0	0	0	0
ISG20L2	0	0	0	0
RRNAD1	0	0	0	0
MRPL24	0	0	0	0
HDGF	0	0	0	0
PRCC	0	0	0	0
SH2D2A	0	0	0	0
NTRK1	0	0	1	0
PEAR1	0	0	1	0
ARHGEF11	0	0	0	0
KRT8P45	1	0	0	0
ETV3	0	0	0	0
KIRREL	1	0	0	0
EI24P2	0	1	0	0
RP11-144L1.8	1	0	0	0
IFI16	0	1	1	1
AIM2	0	0	0	1
C1orf204	1	1	0	0
RP11-190A12.8	0	1	1	0
CFAP45	1	0	0	0
TAGLN2	0	0	0	0
RP11-226L15.5	1	1	0	0
PIGM	1	0	0	0
IGSF8	0	0	1	0
PEA15	0	0	0	0
DCAF8	1	0	0	0
RP11-179G5.1	0	0	0	1
PEX19	0	0	0	0
COPA	0	0	0	0
NCSTN	0	0	0	0
NHLH1	1	0	0	0
RP11-312J18.5	0	0	0	0
F11R	0	0	0	0
USF1	0	0	0	0
KLHDC9	0	1	0	0
PFDN2	0	0	0	0
NIT1	0	0	0	0
DEDD	0	0	0	0
UFC1	0	0	0	0
USP21	1	0	0	0
PPOX	0	0	0	0
B4GALT3	0	0	0	0
ADAMTS4	1	1	1	1
NDUFS2	0	0	0	0
TOMM40L	0	0	0	0
SDHC	0	0	0	0
HSPA6	1	1	1	0
FCRLB	1	1	1	1
DUSP12	0	0	0	0
ATF6	0	0	0	0
RP11-456P18.2	0	0	1	0
OLFML2B	0	0	0	0
C1orf226	0	0	0	0
UHMK1	1	1	1	1
UAP1	0	0	0	0
RP11-359K18.4	1	0	0	0
DDR2	0	0	0	1
HSD17B7	1	0	0	0
C1orf110	0	0	0	0
RP11-331H2.4	0	0	1	1
RGS4	0	0	0	0
RGS5	0	1	1	1
RP11-267N12.1	0	1	0	0
RGS5	0	0	0	0
NUF2	0	0	0	0
MGST3	0	0	0	0
ALDH9A1	0	0	0	0
RP11-466F5.6	0	1	0	0
TMCO1	1	0	0	0
RP11-466F5.8	0	0	0	0
UCK2	0	0	0	0
FAM78B	0	1	0	0
POGK	0	0	0	0
TADA1	0	0	0	0
POU2F1	0	0	0	0
CD247	1	0	0	0
CREG1	1	0	1	1
RCSD1	0	1	1	0
MPZL1	1	0	0	0
MPC2	0	0	0	0
DCAF6	0	0	0	0
GPR161	0	0	0	0
TIPRL	0	0	0	0
SFT2D2	1	0	0	0
TBX19	0	0	0	0
ATP1B1	0	0	0	0
NME7	0	0	0	0
BLZF1	0	0	0	0
SLC19A2	0	1	1	1
C1orf112	1	0	0	0
METTL18	0	0	0	0
SCYL3	0	0	0	0
KIFAP3	0	0	0	0
GORAB	0	0	0	0
FMO4	0	0	0	0
PRRC2C	0	0	0	0
RPL4P3	0	1	0	0
VAMP4	1	0	0	0
METTL13	0	0	0	0
DNM3	0	0	0	0
PIGC	1	0	0	0
SUCO	0	0	0	0
TNFSF18	0	1	1	1
GOT2P2	0	0	0	0
TNFSF4	0	1	1	1
RP11-296O14.3	0	0	0	0
PRDX6	0	0	0	0
KLHL20	0	0	0	0
CENPL	0	0	0	0
DARS2	1	0	0	0
GAS5	0	0	0	0
ZBTB37	1	0	0	0
RC3H1	0	0	0	0
RABGAP1L	0	0	0	0
CACYBP	0	0	0	0
MRPS14	0	0	0	0
RP11-318C24.2	1	1	0	0
RFWD2	0	0	0	0
RP11-195C7.1	0	0	0	0
RP11-195C7.3	0	0	1	0
PAPPA2	1	1	1	0
RP11-568K15.1	0	1	1	1
RASAL2-AS1	0	0	0	1
RASAL2	0	0	0	1
RP4-765C7.2	0	1	1	1
RALGPS2	1	0	1	1
FAM20B	0	0	0	0
TOR3A	1	0	0	0
ABL2	0	0	0	0
SOAT1	1	0	0	0
TDRD5	0	0	1	1
TOR1AIP2	0	0	0	0
RP11-533E19.7	1	0	0	0
TOR1AIP1	1	0	0	0
CEP350	0	0	0	0
QSOX1	0	0	1	0
LHX4	1	1	1	1
LHX4-AS1	1	1	0	0
XPR1	1	0	0	1
KIAA1614	1	0	1	0
RP11-46A10.5	0	1	0	0
KIAA1614-AS1	0	0	0	0
STX6	0	0	0	0
MR1	0	0	0	0
IER5	1	1	0	0
GLUL	0	0	0	0
RNASEL	1	0	0	0
RGS16	0	0	1	0
NPL	0	0	1	0
DHX9	1	0	0	0
LAMC1	0	0	0	0
LAMC2	0	1	1	1
NMNAT2	0	0	1	1
SMG7	0	0	0	0
NCF2	0	1	1	1
ARPC5	0	0	0	0
RGL1	1	1	1	0
COLGALT2	0	0	0	0
TSEN15	0	0	0	0
EDEM3	0	0	0	1
FAM129A	1	1	1	1
RNF2	0	0	0	0
TRMT1L	0	0	0	0
SWT1	0	0	0	0
RP4-635A23.4	1	0	1	1
IVNS1ABP	1	0	0	0
HMCN1	1	0	1	1
TPR	0	0	0	0
C1orf27	0	0	0	0
OCLM	1	0	0	0
PLA2G4A	0	1	1	1
BRINP3	0	0	0	0
LINC01351	0	0	0	0
RGS2	1	0	1	1
UCHL5	0	0	0	0
TROVE2	0	0	0	0
RP11-101E13.5	0	0	0	0
GLRX2	0	0	0	0
CDC73	0	0	0	0
CFH	1	1	1	1
ASPM	0	0	0	0
RP11-32D17.4	1	1	0	0
ZBTB41	1	1	1	1
DENND1B	1	0	0	0
NEK7	0	0	0	0
ZNF281	0	0	0	0
KIF14	0	0	0	0
DDX59	1	0	0	0
RP11-92G12.3	1	0	0	0
CAMSAP2	0	0	0	0
KIF21B	1	0	0	0
TMEM9	1	0	0	0
IGFN1	0	0	0	0
TNNT2	1	1	0	0
RP11-134G8.10	0	1	0	1
PHLDA3	0	0	0	1
CSRP1	0	0	0	0
RP11-134G8.7	1	0	0	0
RP11-134G8.5	1	1	0	1
NAV1	1	0	0	0
IPO9	0	0	0	0
SHISA4	0	0	0	0
RP11-307B6.3	0	0	1	0
TIMM17A	1	1	0	1
RNPEP	0	0	0	0
ELF3	1	0	1	1
RP11-510N19.5	1	0	1	0
GPR37L1	1	0	0	0
ARL8A	0	0	0	0
PTPN7	0	1	1	1
PTPRVP	1	1	0	1
LGR6	0	0	0	0
UBE2T	0	0	0	0
PPP1R12B	0	0	0	0
SYT2	0	1	0	0
KDM5B	1	0	0	0
RP11-480I12.2	1	0	0	0
PCAT6	1	0	0	0
RP11-480I12.5	0	0	0	0
RABIF	0	0	0	0
KLHL12	0	0	0	0
ADIPOR1	0	0	0	0
CYB5R1	1	0	0	0
TMEM183A	0	0	0	0
PPFIA4	1	0	0	0
ADORA1	1	0	1	1
MYBPH	0	1	1	1
CHIT1	0	0	0	1
NPM1P40	1	1	0	1
BTG2	1	0	1	0
ATP2B4	0	0	0	0
SNORA77	1	0	0	1
ZC3H11A	1	0	0	0
ZBED6	1	0	0	0
SNRPE	0	0	0	0
SOX13	0	0	0	0
RP11-74C13.4	1	1	0	0
ETNK2	0	0	0	0
PLEKHA6	1	0	0	1
PPP1R15B	0	0	0	0
PIK3C2B	0	1	1	1
MDM4	0	0	0	0
RP11-430C7.4	1	0	1	0
LRRN2	0	0	0	0
RP11-430C7.5	1	0	1	0
NFASC	0	0	1	1
TMEM81	0	0	0	0
RBBP5	0	0	0	0
DSTYK	0	0	0	0
TMCC2	0	1	1	0
NUAK2	0	1	0	0
CDK18	1	0	1	1
MFSD4	1	0	0	0
ELK4	1	0	0	0
SLC45A3	0	0	0	0
NUCKS1	0	0	0	0
RAB29	0	0	0	0
SLC41A1	0	0	0	0
FAM72A	1	1	0	0
EIF2D	0	0	0	0
MAPKAPK2	0	1	0	0
YOD1	1	1	0	0
PFKFB2	1	0	0	0
CD55	0	0	0	0
CD46	0	0	0	0
C1orf132	0	1	0	1
PLXNA2	1	0	0	0
CAMK1G	0	1	1	1
LAMB3	0	1	1	1
C1orf74	0	0	0	0
DIEXF	0	0	0	0
HHAT	1	0	1	0
IPO8P1	0	0	0	0
RP11-543B16.2	1	1	0	0
RCOR3	0	0	0	0
TRAF5	1	0	0	0
LINC00467	0	0	0	0
SNX25P1	1	0	1	1
SLC30A1	1	1	1	1
NEK2	0	1	0	0
RP11-122M14.1	0	0	0	0
LPGAT1	0	0	0	1
INTS7	0	0	0	0
DTL	0	1	0	0
RPL21P28	0	1	1	1
PPP2R5A	0	0	0	0
TMEM206	0	0	0	0
NENF	0	0	0	0
ATF3	1	0	0	0
BATF3	0	1	0	0
NSL1	0	0	0	0
TATDN3	0	0	0	0
FLVCR1-AS1	0	0	0	0
FLVCR1	0	0	0	0
VASH2	1	1	0	0
ANGEL2	0	0	0	0
RPS6KC1	0	0	0	0
SMYD2	0	0	0	0
CENPF	0	0	0	0
KCTD3	0	0	0	0
GPATCH2	0	0	0	0
SPATA17	0	0	0	0
RRP15	0	0	0	0
TGFB2	0	0	0	0
LYPLAL1	0	0	0	0
EPRS	0	0	0	0
BPNT1	0	0	0	0
IARS2	1	0	0	0
RAB3GAP2	0	0	0	0
MORF4L1P1	0	0	1	0
AURKAPS1	1	0	0	0
C1orf115	1	0	0	0
MARC2	0	0	0	0
MARC1	1	0	0	0
HHIPL2	1	0	1	0
TAF1A	0	0	0	0
MIA3	0	0	0	0
AIDA	0	0	0	0
BROX	0	0	0	0
RP11-452F19.3	0	0	0	0
DISP1	0	0	1	0
TLR5	0	0	0	1
SUSD4	1	1	0	1
CAPN8	0	1	1	0
CAPN2	0	0	0	0
TP53BP2	0	0	0	0
ACTBP11	0	1	0	0
RP11-504P24.8	0	0	0	0
RP11-504P24.2	0	0	0	0
FBXO28	0	0	0	0
DEGS1	1	0	0	0
NVL	0	0	0	0
CNIH4	1	0	0	0
WDR26	1	0	0	0
CNIH3	0	0	1	1
RP11-100E13.1	0	0	0	1
DNAH14	1	0	0	0
LBR	1	1	0	1
ENAH	0	0	0	0
SRP9	0	0	0	0
EPHX1	1	0	0	0
RP11-285F7.2	0	1	0	0
TMEM63A	0	0	0	0
PYCR2	0	0	0	0
SDE2	0	0	0	0
RP11-396C23.4	0	0	0	0
H3F3A	0	0	0	0
RP11-396C23.2	0	0	0	0
ACBD3	0	0	0	0
LIN9	0	0	0	0
PARP1	0	0	0	0
C1orf95	0	0	1	0
ITPKB	0	0	0	1
PSEN2	1	0	0	0
ADCK3	0	0	0	0
CDC42BPA	0	0	0	0
ZNF678	1	0	0	0
SNAP47	0	0	0	0
JMJD4	1	0	0	0
WNT9A	0	0	0	0
WNT3A	0	0	0	0
ARF1	0	0	0	0
C1orf35	0	0	0	0
MRPL55	0	0	0	0
GUK1	0	0	0	0
IBA57	0	0	0	0
C1orf145	1	1	1	1
OBSCN	1	1	0	1
RP5-1139B12.2	0	0	1	0
RP5-1139B12.3	0	0	1	0
TRIM11	0	0	0	0
HIST3H2A	0	0	0	1
HIST3H2BB	1	0	0	0
RNF187	0	0	0	0
DUSP5P1	0	0	0	0
RHOU	0	0	0	1
RP5-1061H20.4	1	0	0	0
RAB4A	0	0	0	0
RP4-803J11.2	1	0	0	0
CCSAP	0	0	0	0
ACTA1	1	0	1	1
RP5-1068B5.5	0	0	0	0
NUP133	0	0	0	0
ABCB10	1	0	0	1
TAF5L	0	0	0	0
URB2	1	0	0	0
GALNT2	0	0	0	0
COG2	0	0	0	0
C1orf198	0	0	0	0
TTC13	0	0	0	0
ARV1	1	0	0	0
FAM89A	0	1	1	1
C1orf131	0	0	0	0
GNPAT	0	0	0	0
EXOC8	0	0	0	0
SPRTN	0	0	0	0
EGLN1	0	1	0	0
RP11-295G20.2	0	0	1	1
TSNAX	0	0	0	0
DISC1	0	1	0	0
SIPA1L2	0	1	1	1
MAP10	1	0	0	1
NTPCR	0	0	0	0
PCNXL2	0	0	1	1
MLK4	1	1	1	1
RP5-827C21.4	0	0	0	0
COA6	0	0	0	0
TARBP1	1	0	0	0
IRF2BP2	0	0	0	0
RP4-781K5.4	1	0	0	0
RP4-781K5.5	1	0	0	0
LINC01132	1	0	1	1
RP11-443B7.1	0	0	0	0
TOMM20	0	0	0	1
SNORA14B	1	0	0	0
RBM34	0	0	0	0
ARID4B	0	0	0	0
GGPS1	0	0	0	0
TBCE	0	0	0	0
B3GALNT2	0	0	0	0
GNG4	0	0	0	0
LYST	0	0	0	0
NID1	0	0	0	0
GPR137B	0	0	0	0
ERO1LB	0	0	0	0
EDARADD	1	0	0	1
LGALS8	0	0	0	0
RP11-385F5.5	1	1	0	0
RP11-385F5.4	1	0	0	0
HEATR1	0	0	0	0
MTR	0	0	0	0
RYR2	0	0	0	0
RP11-567G24.1	0	1	1	1
FH	0	0	0	0
OPN3	0	0	0	0
CHML	0	0	0	0
EXO1	1	1	0	0
RP11-553N16.5	1	0	0	0
CEP170	0	0	0	0
SDCCAG8	0	0	0	0
MIR4677	0	0	1	0
AKT3	1	0	0	0
ZBTB18	1	0	0	0
ADSS	0	0	0	0
C1orf101	1	0	0	0
DESI2	0	0	0	1
COX20	0	0	0	0
HNRNPU-AS1	0	0	0	0
HNRNPU	0	0	0	0
RP11-156E8.1	1	0	0	0
EFCAB2	0	0	0	0
SMYD3	0	0	0	0
TFB2M	0	0	0	0
CNST	0	0	0	0
RP11-439E19.9	1	0	0	0
SCCPDH	0	0	0	0
RP11-439E19.10	1	1	0	1
LINC01341	1	1	0	1
AHCTF1	0	0	0	0
ZNF670	0	1	0	0
ZNF669	0	0	0	0
C1orf229	0	1	0	0
ZNF124	0	0	0	0
RP11-488L18.10	0	1	1	0
RP11-488L18.4	0	0	0	0
ZNF496	1	0	0	0
SH3BP5L	0	0	0	0
ZNF672	0	0	0	0
ZNF692	0	0	0	0
PGBD2	1	0	0	0
SH3YL1	0	1	0	0
ACP1	0	0	0	0
TMEM18	1	0	0	0
TSSC1	0	0	0	0
TRAPPC12	0	0	0	0
ADI1	0	0	0	0
AC142528.1	0	0	0	0
AC108488.4	0	0	0	0
RNASEH1	0	0	0	0
RNASEH1-AS1	0	0	0	0
RPS7	0	0	0	0
COLEC11	0	1	0	0
ALLC	0	0	0	0
RSAD2	0	0	1	0
RNF144A	0	0	0	0
ID2-AS1	1	0	0	0
ID2	0	0	0	0
RP11-434B12.1	0	0	1	0
KIDINS220	1	0	0	0
MBOAT2	0	0	0	0
ASAP2	0	0	0	0
ITGB1BP1	0	0	0	0
CPSF3	0	0	0	0
IAH1	0	0	0	0
ADAM17	0	0	0	0
YWHAQ	0	0	0	0
TAF1B	0	0	0	0
GRHL1	0	0	0	0
RP11-254F7.2	1	1	0	0
KLF11	1	0	0	0
CYS1	1	1	0	0
RRM2	0	1	0	0
C2orf48	1	0	0	0
HPCAL1	0	0	0	0
ODC1	1	0	0	0
RP11-320M2.1	0	1	0	0
NOL10	0	0	0	0
RN7SL832P	1	1	1	0
ATP6V1C2	0	0	0	0
RP11-791G15.2	0	1	0	0
PDIA6	0	0	0	0
PQLC3	1	0	0	0
ROCK2	0	0	0	0
E2F6	0	0	0	0
GREB1	0	0	0	0
LPIN1	0	0	0	0
AC106875.1	1	1	0	1
TRIB2	1	0	1	1
AC064875.2	1	0	1	1
DDX1	0	0	0	0
SMC6	0	0	0	0
GEN1	1	0	0	0
RDH14	0	0	0	0
LINC01376	0	1	0	0
OSR1	1	1	0	0
TTC32	1	0	0	0
WDR35	0	0	0	0
MATN3	0	0	0	0
LAPTM4A	0	0	0	0
SDC1	1	1	0	0
PUM2	0	0	0	0
RHOB	0	0	0	0
HS1BP3	0	0	0	0
GDF7	0	1	1	0
C2orf43	0	0	0	0
KLHL29	0	0	0	0
ATAD2B	0	0	0	0
UBXN2A	0	0	0	0
C2orf44	0	0	0	0
FKBP1B	0	0	0	0
SF3B6	0	0	0	0
FAM228B	0	1	0	1
TP53I3	1	0	0	0
PFN4	0	1	0	0
ITSN2	0	0	0	0
NCOA1	0	0	0	0
PTRHD1	0	0	0	0
CENPO	0	0	0	0
ADCY3	0	0	0	0
RP11-443B20.1	0	0	0	0
DNAJC27	1	0	0	0
DNAJC27-AS1	0	1	0	1
EFR3B	0	0	0	0
DNMT3A	0	0	0	0
DTNB	0	0	0	0
KIF3C	1	0	0	0
RAB10	0	0	0	0
GAREML	1	0	0	0
HADHA	0	0	0	0
EPT1	1	0	0	0
DRC1	0	0	1	1
OTOF	1	1	0	0
KCNK3	1	1	1	0
SLC35F6	1	0	0	0
CENPA	0	0	0	0
DPYSL5	0	0	0	0
MAPRE3	0	0	0	0
TMEM214	1	0	0	0
AGBL5	0	0	0	0
RP11-195B17.1	0	1	0	0
OST4	0	0	0	0
KHK	1	0	0	0
CGREF1	0	0	0	0
ABHD1	1	1	0	1
PREB	0	0	0	0
SLC5A6	1	0	0	0
ATRAID	0	0	0	0
CAD	0	0	0	0
SLC30A3	0	0	0	0
DNAJC5G	1	0	1	0
TRIM54	1	0	1	0
UCN	1	0	0	0
MPV17	0	0	0	0
GTF3C2	0	0	0	0
AC074117.10	0	0	0	0
EIF2B4	0	0	0	0
SNX17	0	0	0	0
ZNF513	0	0	0	0
PPM1G	0	0	0	0
FTH1P3	0	1	1	1
NRBP1	0	0	0	0
KRTCAP3	1	0	0	0
IFT172	0	0	0	0
FNDC4	0	0	0	0
GCKR	0	1	0	0
ZNF512	0	0	0	0
CCDC121	0	1	1	0
GPN1	1	0	0	0
SUPT7L	0	0	0	0
SLC4A1AP	0	0	0	0
LINC01460	0	1	0	0
MRPL33	0	0	0	0
RBKS	0	0	0	1
BRE	0	0	0	0
RP11-731I19.1	1	0	0	0
FOSL2	1	0	0	0
PLB1	0	0	0	0
AC097724.3	1	1	0	1
PPP1CB	0	1	0	0
SPDYA	1	0	0	0
TRMT61B	0	0	0	0
WDR43	0	0	0	0
SNORD53	1	0	1	0
CLIP4	0	0	0	0
YPEL5	1	0	0	0
LCLAT1	1	0	0	0
XDH	0	0	0	0
MEMO1	0	1	1	0
DPY30	0	0	0	0
SPAST	0	0	0	1
RP11-563N4.1	0	0	0	0
SLC30A6	1	0	0	0
DDX50P1	1	0	0	0
YIPF4	0	0	0	0
BIRC6	0	0	0	0
TTC27	0	0	0	0
LTBP1	0	0	1	0
RASGRP3	0	1	1	0
FAM98A	0	0	0	0
CRIM1	0	0	0	0
FEZ2	1	0	0	0
STRN	0	0	0	0
HEATR5B	0	0	0	0
GPATCH11	0	0	0	0
CEBPZOS	0	0	0	0
CEBPZ	0	0	0	0
RP11-423P10.2	0	0	0	0
NDUFAF7	0	0	0	0
PRKD3	0	0	0	0
QPCT	0	0	0	0
AC006369.2	0	0	1	0
CDC42EP3	0	0	0	0
RMDN2	1	1	0	0
CYP1B1	0	0	0	0
ATL2	0	0	0	1
RPLP0P6	0	0	0	0
HNRNPLL	0	0	0	0
SRSF7	0	0	0	0
GEMIN6	0	0	0	0
DHX57	0	0	0	0
MORN2	0	0	0	0
ARHGEF33	1	0	0	0
SOS1	0	0	0	0
SOS1-IT1	0	0	1	0
MAP4K3	0	0	0	0
AC007246.3	1	0	0	0
TMEM178A	1	1	0	1
PKDCC	0	0	0	0
EML4	0	0	0	0
KCNG3	0	1	0	0
MTA3	0	0	0	0
THADA	0	0	0	0
ZFP36L2	0	0	0	0
AC010883.5	1	1	0	0
PLEKHH2	1	0	0	0
AC011242.6	0	0	0	0
DYNC2LI1	0	0	0	0
LRPPRC	0	0	0	0
PPM1B	0	0	0	0
PREPL	0	0	0	0
RP11-89K21.1	0	1	1	1
SIX3	0	0	0	1
AC012354.8	1	1	0	0
SIX2	1	0	0	0
SRBD1	0	0	0	0
PRKCE	0	0	0	0
EPAS1	0	0	0	0
RHOQ	0	0	0	0
PIGF	0	0	0	0
CRIPT	0	0	0	0
SOCS5	0	0	0	0
RP11-333I13.1	1	0	0	0
MCFD2	1	0	0	0
TTC7A	0	0	0	0
CALM2	0	0	0	0
BCYRN1	0	1	1	1
MSH2	0	0	0	0
MSH6	0	0	0	0
FBXO11	0	0	0	0
AC079807.2	0	0	0	0
FOXN2	0	1	0	0
PPP1R21	0	0	0	0
STON1	1	0	0	0
GPR75-ASB3	0	0	0	0
GPR75-ASB3	1	0	0	0
CHAC2	1	1	0	0
ERLEC1	0	0	0	0
MIR3682	1	0	0	0
GPR75	1	0	0	0
PSME4	0	0	0	0
ACYP2	0	0	0	0
HMGB1P31	1	0	1	0
RP11-477N3.1	1	1	0	0
C2orf73	0	0	0	0
SPTBN1	0	0	0	0
EML6	0	0	0	0
RTN4	1	1	0	0
CLHC1	0	1	0	0
AC012358.7	0	0	0	0
RPS27A	0	0	0	0
MTIF2	0	0	0	0
PRORSD1P	1	0	0	0
CCDC88A	0	0	0	0
CFAP36	0	0	0	0
RP11-554J4.1	0	0	0	0
PNPT1	0	0	0	0
RP11-481J13.1	1	1	0	1
CTD-2026C7.1	0	1	0	0
VRK2	0	0	0	0
FANCL	0	0	0	0
LINC01122	1	0	1	0
AC007238.1	0	0	0	0
BCL11A	1	0	0	0
PAPOLG	0	0	0	0
NONOP2	1	1	0	0
PUS10	0	0	0	0
PEX13	1	0	0	0
KIAA1841	0	0	0	0
AC016747.3	0	0	0	0
AHSA2	1	0	0	1
USP34	0	0	0	0
RP11-355B11.2	0	0	0	0
XPO1	0	0	0	0
FAM161A	0	0	0	0
CCT4	0	0	0	0
B3GNT2	1	1	0	0
TMEM17	0	0	0	0
EHBP1	0	0	0	0
OTX1	0	0	0	0
WDPCP	0	0	0	0
MDH1	0	0	0	0
UGP2	0	0	0	0
VPS54	0	0	0	0
PELI1	1	1	1	0
LGALSL	0	0	0	0
AFTPH	0	0	0	0
SERTAD2	0	0	0	0
AC007386.3	1	1	0	0
SLC1A4	1	0	0	0
CEP68	0	0	0	0
RAB1A	0	0	0	0
AC007318.5	0	1	0	0
ACTR2	0	0	0	0
SPRED2	0	0	0	0
ETAA1	1	0	0	0
C1D	0	0	0	0
WDR92	0	0	0	0
PNO1	0	0	0	0
PPP3R1	0	1	0	0
RP11-474G23.3	0	0	0	1
FBXO48	0	0	0	0
ANTXR1	1	0	0	0
GFPT1	1	0	0	0
NFU1	0	0	0	0
AAK1	0	0	0	0
ANXA4	0	0	0	0
GMCL1	0	0	0	0
SNRNP27	0	0	0	0
MXD1	1	0	0	0
PCBP1-AS1	0	0	0	0
PCBP1	0	0	0	0
C2orf42	0	0	0	0
TIA1	0	0	0	0
PCYOX1	0	0	0	0
SNRPG	0	0	0	0
FAM136A	0	0	0	0
ADD2	0	0	0	0
CLEC4F	0	0	0	0
CD207	0	1	1	1
ATP6V1B1	1	1	0	1
NAGK	0	0	0	0
RP11-467P9.1	0	0	1	0
MCEE	0	0	0	0
MPHOSPH10	0	0	0	0
ZNF638	0	0	0	0
DYSF	0	0	0	0
CYP26B1	1	0	0	0
EXOC6B	0	0	0	0
SPR	1	0	0	0
EMX1	1	0	1	0
SFXN5	1	0	0	0
RAB11FIP5	0	0	0	0
RP11-44N22.3	0	0	0	0
SMYD5	0	0	0	0
PRADC1	1	1	0	0
CCT7	0	0	0	0
FBXO41	0	0	0	0
EGR4	0	0	1	0
ALMS1	0	0	0	0
ALMS1-IT1	0	0	0	0
ALMS1P	1	0	1	0
TPRKB	0	0	0	0
RP11-434P11.2	0	1	0	1
DUSP11	0	0	0	0
C2orf78	0	1	1	1
STAMBP	0	0	0	0
DGUOK	0	0	0	0
DGUOK-AS1	1	0	0	0
